Part	Country	Site	Cultural phase/ Dates	Dates	Notes on Dating	Confidence	Lower Range BC	Lower Range CE	Lower Range BP	Upper Range BC	Upper Range CE	Upper Range BP	Records	Latitude	Longtitude
Europe	Sweden	Vendel-200m SW church	Vendel Period	~550-600 CE		Maybe		550	1400		600	1350	specimen(s)	60.163056	17.601667
Europe	Sweden	Vendel-Bergby	Vendel Period	~600-700 CE		Maybe		600	1350		700	1250	specimen(s)	60.163056	17.601667
Europe	Sweden	Badelunda-Hamre	Late Migration/Vendel Periods	~450-650 CE		Maybe		450	1500		650	1300	specimen(s)	59.640556	16.628056
Europe	Sweden	Svedvi	Migration Period	~400-550 CE		Maybe		400	1550		550	1400	specimen(s)	59.592778	16.272222
Europe	Sweden	Löderup	Roman Iron Age ?	~1-400 CE		No		1	1949		400	1550	N/A	55.433333	14.116667
Europe	Sweden	Edenryd	Roman Iron Age	~1-400 CE		No		1	1949		400	1550	4 specimens	56.044288	14.517474
Europe	Sweden	Visingsö	Late Roman Iron Age and Late Iron Age	330-800CE		No		330	1620		800	1150	specimen(s)	58.05	14.333333
Europe	Sweden	Eketorp II	Migration and Vendel Periods/Late Iron Age	~350-750 CE		No		350	1600		750	1200	322 specimens	56.295556	16.486111
Europe	Sweden	Västergarn	Viking Age	~800-1050 CE 		No		800	1150		1050	900	specimens	57.440556	18.150833
Europe	Sweden	Larv 	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimens	58.183333	13.116667
Europe	Sweden	Norra Åsarp	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	58.021389	13.572222
Europe	Sweden	Öglunda	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	58.433333	13.690556
Europe	Sweden	Lida	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	53.883333	25.3
Europe	Sweden	Asker	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	59.07312	15.52524
Europe	Sweden	Kjula	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	59.383333	16.666667
Europe	Sweden	Glanshammar 	Late Iron Age	~400-1050 CE		No		400	1550		1050	900	specimen(s)	59.316667	15.4
Europe	Sweden	Kvilinge-Vilhelmsberg	Vendel Period	~550-800 CE		No		550	1400		800	1150	specimen(s)	58.647667	16.134306
Europe	Sweden	Borg	Viking Age	~800-1050 CE		No		800	1150		1050	900	specimen(s)	58.566778	16.083333
Europe	Sweden	Hagebyhöga	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	58.4675	14.974722
Europe	Sweden	Högby	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	58.350278	15.097778
Europe	Sweden	Brännkyrka-Berga	Late Iron Age	~550-1050 CE 		No		550	1400		1050	900	specimen(s)	59.28219	18.02314
Europe	Sweden	Sorunda	Vendel period	~550-800 CE		No		550	1400		800	1150	specimen(s)	59.016667	17.833333
Europe	Sweden	Spånga	Vendel Period	~550-800 CE		No		550	1400		800	1150	specimen(s)	59.380278	17.893333
Europe	Sweden	Spånga	Vendel Period/early Viking A.	~550-900 CE		No		550	1400		900	1050	specimen(s)	59.380278	17.893333
Europe	Sweden	Adelsö-Birka	Vendel Period/Viking Age	~750-975 CE		No		750	1200		975	975	specimen(s)	59.380833	17.496111
Europe	Sweden	Adelsö-Birka	Viking Age	~800-1050 CE		No		800	1150		1050	900	specimen(s)	59.380833	17.496111
Europe	Sweden	Vendel-Hovgårdsberg	Vendel Period	500-800 CE		No		500	1450		800	1150	specimen(s)	60.163056	17.601667
Europe	Sweden	Köping Stadt	Vendel Period	~550-800 CE		No		550	1400		800	1150	specimen(s)	59.516667	15.983333
Europe	Sweden	Säffle	Late Iron Age	~550-1050 CE		No		550	1400		1050	900	specimen(s)	59.133333	12.933333
Europe	Sweden	Valbo-Lund 	Viking Age	~790-1050 CE		No		790	1160		1050	900	specimen(s)	60.65	17.033333
Europe	Sweden	Frösö, lägerområdet	Viking Age	~790-1050 CE		No		790	1160		1050	900	specimen(s)	63.191667	14.541667
Europe	Sweden	Jukkasjärvi, Rautasjaure	Medieval period	~1050-1523 CE		No		1050	900		1523	427	specimen	67.85	20.616667
Europe	Switzerland	Neunkirch	Hallstatt D3/La Tène A	500 - 380 BCE		Maybe	500		2450	380		2330	1 specimen	47.690275 	8.499161
Europe	Switzerland	Möhlin	Hallstatt D3/La Tène A	500 - 380 BCE		Maybe	500		2450	380		2330	62 (MNI = 3)	47.55714	7.84512
Europe	Switzerland	Gelterkinden	Hallstatt D3/La Tène A	500 - 380 BCE 		Maybe	500		2450	380		2330	c. 20 + fragments of eggshells	47.46471	7.85658
Europe	Switzerland	Bern, Engehalbinsel	La Tène D	150 BCE – 15 BCE		Maybe	150		2100	15		1965	MNI=2/3	46.94798	7.44746
Europe	Switzerland	Basel-Gasfabrik	La Tène D1	~150-90/80 BCE		Maybe	150		2100	80		2030	127 specimens	47.572263	7.581607
Europe	Switzerland	Zug	La Tène A	480/450 - 380 BCE 		Maybe	480		2430	380		2330	MNI=3	47.16617	8.51549
Europe	Ukraine	Pantikápaion	Antiquity	~300-100 BCE		Maybe	300		2250	100		2050	8 specimens and eggshells	45.350833	36.468611
Europe	Ukraine	Mirmekija	Antiquity	~300-100 BCE		Maybe	300		2250	100		2050	specimens	45.359757	 36.543657
Island Southeast Asia	Philippines	Ambangan	N/A	800-1200 CE		No		800	1150		1200	750	numerous specimens	16.36666667	120.86666667
Island Southeast Asia	Philippines	Banda Neira, Banda Islands	N/A	post 700 CE		No		700	1250		700	1250	specimens	-4.5167036	129.9030304
Mainland Southeast Asia	Thailand	Ban Non Wat	Bronze Age	1006-908 BCE	Directly RCD	Yes	1006		2956	908		2858	1 skeleton	15.274415	102.268896
Mainland Southeast Asia	Thailand	Ban Non Wat	Late Neolithic and Bronze Age	~1,250-450 BCE		No	1250		3200	450		2400	6 specimens	15.274415	102.268896
Mainland Southeast Asia	Thailand	Non Nok Tha	Late Neolithic and Bronze Age	~1,400-500 BCE		No	1400		3350	500		2450	1 Individual	16.737194	102.2555
Mainland Southeast Asia	Thailand	Ban Non Wat	Neolithic	~1,650-1,250 BCE		No	1650		3600	1250		3200	24 specimens	15.274415	102.268896
Mainland Southeast Asia	Thailand	Phum Snay	N/A	200 BCE-300 CE		No	200		2150		300	1650	6 specimens	13.623889	103.206389
Mainland Southeast Asia	Thailand	Ban Na Di	Late Bronze Age	~600-400 BCE 		Maybe	600		2550	400		2350	1 skeleton	16.800833	102.341111
Micronesia	Caroline Islands	Fais	Prehistoric era	~1400-1500 CE	Directly RCD	Yes		1400	550		1500	450	102 specimens	9.760278	140.520833
Micronesia	Caroline Islands	Island of Tol	Prehistoric era	~1650-1950 CE	Directly RCD	Yes		1650	300		1950	0	specimens	7.34306	151.62
Micronesia	Caroline Islands	Yap Islands	Historic era	~1600-1950 CE	Directly RCD	Yes		1600	350		1950	0	specimens	9.533333	138.116667
Micronesia	Mariana Islands	Guam Island, Inarajan village,  Tolofofo River Valley	Historic period 	~1700-1900 CE	Directly RCD	Yes		1700	250		1900	50	81 specimens, 38 specimens, specimens	13.5	144.8
Micronesia	New Zealand	South Island, Redcliffs School Site	N/A	1650-1805 AD	Directly RCD	Yes		1650	300		1805	145	1 specimen	-43.55922	172.734386
Micronesia	New Zealand	South Island, Mussel Point 	N/A	1652-1938 AD	Directly RCD	Yes		1652	298		1938	12	1 specimen	-43.918694	168.875814
Micronesia	New Zealand	South Island, Fyffe’s Site, Kaikoura	E	1675-1950 AD	Directly RCD	Yes		1675	275		1950	0	1 specimen	-42.4	173.68
Near Oceania	Papua New Guinea, Bismarck Archipelago	Watom	Prehistoric Period	1300-1380 CE	Directly RCD	Yes		1300	650		1380	570	1 specimen	-4.115	152.071944
Northeast Africa	Egypt	Tell Mahskuta	‘Hellenistic’/Ptolemaic periods	~320-200 BCE		Maybe	320		2270	200		2150	2 specimens	30.5529	32.0994
Northern Africa 	Egypt	Berenike	Ptolemaic Dynasty	305-30 BCE		No	305		2255	30		1980	1 specimen	23.908611	35.4725
Northern Africa 	Egypt	Tuna el-Gebel (Tomb of Petosiris)	Achaemenid till early Ptolemaic Egypt	~350-305 BCE		Maybe	350		2300	305		2255	depictions	27.781667	30.803889
Northern Africa 	Egypt	Syene/Aswan	Achaemenid / early Ptolemaic period	~350-305 BCE		Maybe	350		2300	305		2255	2 specimens	24.088889	32.899722
Northern Africa 	Egypt	Tomb of Hapiu	30th Dynasty	380-332 BCE		Maybe	380		2330	332		2282	Depiction 	29.844722	31.250833
Northern Africa 	Egypt	Elephantine Island	Late Period	664-332 BCE		No	664		2614	332		2282	2 specimens	24.0889	32.8889
Northern Africa 	Egypt	Syene/Aswan	Ptolemaic Kingdom	305-30 BCE		No	305		2255	30		1980	 6 specimens	24.088889	32.899722
Northern Africa 	Egypt	Abar el-Kanayis	N/A	~1-600 CE		No		1	1949		600	1350	17 specimens	31.00722	26.80333
Northern Africa 	Egypt	Qasr Ibrim	N/A	~450-550 CE		Maybe		450	1500		550	1400	specimens	22.650278	31.991667
Northern Africa 	Libya	Cyrene	N/A	~300-150 BCE		Maybe	300		2250	150		2100	3 specimens	32.80345	21.86282
Northern Africa 	Libya	Gheriat el-Garbia	N/A	~370-450 CE		Maybe		370	1580		450	1500	4 specimens	30.420053	13.418641
Northern Africa 	Sudan	Nuri 	N/A	~650-600 BCE		Maybe	650		2600	600		2550	Depictions 	18.566667	31.916667
Northern Africa 	Tunisia	Carthage	Punic Culture	~500-146 BCE		No	500		2450	146		2096	21 specimens	36.853056	10.323056
Northern Asia	Mongolia	Karakorum	Medieval Period	1200 - 1300 CE		Maybe		1200	750		1300	650	12 specimens	47.197222	102.823889
Remote Oceania	Kingdom of Tonga	Tongatapu Island, Nukuleka	Lapita Cultural Complex and/or early Polynesian Plainware phase	~587-573 BCE	Directly RCD	Yes	587		2537	573		2523	specimens	-21.211389	-175.153056
Remote Oceania	Kingdom of Tonga	Lifuka Island, Tongoleleka (site Li7)	Lapita Cultural Complex	~820-770 BCE	Directly RCD	Yes	820		2770	770		2720	several specimens	-19.798889	-174.356667
Remote Oceania	Kingdom of Tonga	Lifuka Island, Tongoleleka (site Li7)	Lapita Cultural Complex	~975-805 BCE	Directly RCD	Yes	975		2925	805		2755	several specimens	-19.798889	-174.356667
Remote Oceania	Solomon Islands	Reef Islands Nenumbo (SE-RF-2)	Lapita Cultural Complex	~976-589 BCE	Directly RCD	Yes	976		2926	589		2539	several specimens	-10.3307111	166.3189889
Remote Oceania	Vanuatu Archipelago	Efatu Island, Teouma	Lapita Cultural Complex	~1120-820 BCE	Directly RCD	Yes	1120		3070	820		2770	several specimens	-17.666667	168.416667
Remote Oceania	Vanuatu Archipelago	Efatu Island, Teouma	Lapita Cultural Complex	~900-800 BCE	Directly RCD	Yes	900		2850	800		2750	several specimens	-17.666667	168.416667
Remote Ocenia	Australs	Atiahara	N/A	~1,030-1,270 CE	Associated RCD	Yes		1030	920		1270	680	specimens	-23.38	-149.45
Remote Ocenia	Cook Islands	Ureia	Prehistoric period	~900-1,200 CE	Associated RCD	Yes		900	1050		1200	750	few specimens	-18.85	-159.79
Remote Ocenia	Gambier Islands 	Mangareva, Kamaka Islet	N/A	~1,040-1,280 CE	Associated RCD	Yes		1040	910		1280	670	4 specimens	-23.109444	-134.965833
Remote Ocenia	Hawaii	Pelekane	N/A	~1,240-1,500 CE	Associated RCD	Yes		1240	710		1500	450	specimens	20.0314	155.8256
Remote Ocenia	Marquesas	Hanamiai	Prehistoric period	~1,030-1,290 CE	Associated RCD	Yes		1030	920		1290	660	specimens	-9.934273	-139.103024
Remote Ocenia	New Caledonia	Isle of Pines	Prehistoric period	1130-1270 CE	Directly RCD	Yes		1130	820		1270	680	1 specimen	-22.616667	167.483333
Remote Ocenia	Niue	Paluki	Prehistoric period	~200 BCE-450 CE	Associated RCD	Yes	200		2150		450	1500	1249 specimens	-19.05	-169.85
Remote Ocenia	Rapa Nui / Easter Island	Anakena	N/A	~1,030-1,260 CE	Associated RCD	Yes		1030	920		1260	690	specimens	-27.073889	-109.322778
Remote Ocenia	Society Islands	Huahine	Prehistoric period	~1,180-1,430 CE	Associated RCD	Yes		1180	770		1430	520	specimens	-16.73	-151
Southern Africa	Botswana	Bosutswe	Toutswe Phase	~800-1,200 CE		No		800	1150		1200	750	8 specimens	-21.9525	26.61083
Southern Africa	RSA	Ndondondwane	Ndondondwane Phase	780-790 CE		Maybe		780	1170		790	1160	18 specimens	-28.8567	31.00891
Southern Africa	RSA	Kwagandaganda	Ndondondwane Phase	~780-790 CE		Maybe		780	1170		790	1160	2 specimens	-29.69672	30.94747
Southern Asia	India	Daimabad (Phase V)	Jorwe Culture	~1,400-1,000 BCE		No	1400		3350	1000		2950	9 specimens	19.516667	74.7
Western Africa	Burkina Faso	Kirikongo	Yellow II Period	560-600 CE		Maybe		560	1390		600	1350	2 specimens	12.553889	-3.363056
Western Africa	Burkina Faso	Kirikongo	Red I-III Periods	 700-1,400 CE		No		700	1250		1400	550	11 specimens	12.553889	-3.363056
Western Africa	Burkina Faso	Oursi village	Iron Age	~1,000-1,400 CE		No		1000	950		1400	550	1 specimen	14.67984	-0.49040
Western Africa	Burkina Faso	Saouga	Iron Age	~1,000-1,400 CE		No		1000	950		1400	550	7 specimens	14.35811	-0.15256
Western Africa	Burkina Faso	Kissi 22	Iron Age	~500-1,000 CE		No		500	1450		1000	950	eggshell	14.63998	-0.10587
Western Africa	Burkina Faso	Oursi hu-beero	Iron Age	~860-1,160 CE		No		860	1090		1160	790	4 specimens	14.67983	-0.49039
Western Africa	Ghana	Makala Kataa	N/A	~1,750-1,850 CE		Maybe		1750	200		1850	100	16 specimens	8.142573	-2.381145
Western Africa	Ghana	Asantemanso	N/A	~1100-1400 CE		No		1100	850		1400	550	2 specimens	5.92395	-2.94382
Western Africa	Ghana	Kuulo Kataa	N/A	~1300-1650 CE		No		1300	650		1650	300	2 specimens	8.17479	-2.32292
Western Africa	Mali	Jenné-jeno	later Phase III	600-800 CE		Maybe		600	1350		800	1150	specimens	13.89	-4.540278
Western Africa	Mali	Jenné-jeno	Phase IV	850-1,400 CE		No		850	1100		1400	550	specimens	13.89	-4.540278
Western Africa	Mali	Akumbu	Mound A, Middle Phase IV	~1,000-1,400 CE		No		1000	950		1400	550	specimens	15.27815	-5.55254
Western Africa	Mali	Toguéré Galia	N/A	~1,000-1,400 CE		No		1000	950		1400	550	specimens	14.6338	-3.41955
Western Africa	Mauritania	Oualata/Walata region	N/A	1,352-1,353 CE		Maybe		1352	598		1353	597	written account	17.29901	-7.02162
Western Africa	Morocco	Rirha	Mauretanian/Pre-Roman	1st century BCE		Maybe	100		2050	1		1951	19 specimens 	34.1836111	-5.555
Western Africa	Nigeria	Ngala	Phase II	~700-1,000/1,100 CE		No		700	1250		1100	850	5 specimens	12.34207	14.18583
Western Africa	Nigeria	Mege Site NA 94/7	Daima II	~700-1,150 CE		No		700	1250		1150	800	1 specimen	12.25889	14.25972
Western Africa	Tanzania	Dia-Shoma	N/A	~800 CE		Maybe		800	1150		800	1150	specimens	14.351944	-4.956944
Western Asia and Levant	Armenia	Argishtikhnili	Iron Age IIB/Urartian Period	776-500 BCE		No	776		2726	500		2450	specimens	40.1025	43.9883
Western Asia and Levant	Armenia	Horom	Iron Age IIB/Urartian Period	860-590 BCE		No	860		2810	590		2540	1 specimen	40.65256	43.89179
Western Asia and Levant	Iran	Takht-i Suleiman	Achaemenid Empire	539-331 BCE		No	539		2489	331		2281	3 specimens 	36.603171	47.235949
Western Asia and Levant	Iran	Bastam	Iron Age IIB/ Urartian Period and Median Empire	700-553 BCE		Maybe	700		2650	553		2503	2 specimens 	38.883333	44.95
Western Asia and Levant	Iran	Tepe Nush-i Jan	Iron Age IIB/Urartian Period	750-590 BCE		Maybe	750		2700	590		2540	303 specimens	34.47034	48.73535
Western Asia and Levant	Iraq	Nippur (III)	Iron Age IIB/Neo-Assyrian Empire 	911-612 BCE		No	911		2861	612		2562	1 specimen	32.126111	45.230833
Western Asia and Levant	Israel	Jerusalem – City of David	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	1 specimen	31.77481	35.23553
Western Asia and Levant	Israel	Jerusalem – Ophel	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	6 specimens	31.77482	35.23554
Western Asia and Levant	Israel	Bab-el-Hawa	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	12 specimens	33.00326	35.73542
Western Asia and Levant	Israel	Lachish	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	2 specimens	31.56091	34.84409
Western Asia and Levant	Israel	Tel ‘Ira	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	13 specimens	31.2328	34.9867
Western Asia and Levant	Israel	Tel Yoqne’am	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	1 specimen	32.659444	35.11
Western Asia and Levant	Israel	Tel Michal	Iron Age II	1,000/980-586 BCE		No	1000		2950	586		2536	1 specimen	32.159167	34.797778
Western Asia and Levant	Israel	Tel en-Nasbeh	Iron Age II 	1,000/900-586 BCE		No	1000		2950	586		2536	1 depiction	31.885136	35.216417
Western Asia and Levant	Jordan	Tell Hesban	Iron Age IIC/Early Persian Period	700-500 BCE		Maybe	700		2650	500		2450	large quantity	31.800833	35.808889
Western Asia and Levant	Syria	Tell Sukās	Iron Age IIC; Archaic Period	552-498 BCE		Maybe	552		2502	498		2448	1 specimen	35.306318	35.922203
Western Asia and Levant	Syria	Dur-Katlimmu	Iron Age IIB; Neo-Assyrian Empire	934-608 BCE		No	934		2884	608		2558	7 specimens	35.643333	40.740278
Western Asia and Levant	Syria	Tell Halaf	Iron Age IIB	~900-800 BCE		Maybe	900		2850	800		2750	depiction	36.826706	40.039325
Western Asia and Levant	Turkey	Dülük Baba Tepesi	Iron Age IIC/Achaemenid Period	550-330 BCE		No	550		2500	330		2280	10 specimens	37.12761	37.34528
Western Asia and Levant	Turkey	Lidar Höyük	Iron Age II	600-400 BCE		Maybe	600		2550	400		2350	2 specimens	37.362778	38.525556
Western Asia and Levant	Turkey	Kalabak Tepe /Milet	Iron Age IIC/Archaic Period	700-494 BCE		No	700		2650	494		2444	11 specimens	37.531111	27.275556
Western Asia and Levant	Turkey	Zeytin Tepe/Milet	Iron Age IIC/Archaic Period	700-494 BCE		No	700		2650	494		2444	30 specimens	37.531112	27.275557
Western Asia and Levant	Turkey	Ziyaret Tepe	Iron Age IIB/Neo-Assyrian Empire	911-612 BCE		No	911		2861	612		2562	4 specimens 	37.793611	40.793056
Western Asia and Levant	Turkey	Halikarnassos	Late Achaemenid period	~353/352 BCE		Maybe	353		2303	352		2302	14 skeletons	37.0379	27.4241
Western Asia and Levant	Turkey	Büyüktepe Höyük 	Achaemenid period	~550-330 BCE		No	550		2500	330		2280	4 specimens	40.236667	40.223611
Western Asia and Levant	Turkey	Gordium	Iron Age IIB and C/Phrygian Kingdom and Achaemenid Empire	~900-330 BCE		No	900		2850	330		2280	specimens	39.655	31.994167
Western Asia and Levant	Turkey	Büyükkaya, Boĝazköy	Iron Age IIB/Phrygian Kingdom	~900-695 BCE		No	900		2850	695		2645	1 specimen	40.021111	34.609722
Western Asia and Levant	Turkey	Kaman-Kalehöyük	Iron Age IIB/Phrygian Kingdom	~900-695 BCE		No	900		2850	695		2645	2 specimens	39.362854	33.786714
Western Asia and Levant	United Arabian Emirates	Tell ed-Dur	N/A	1-400 CE		No		1	1949		400	1550	specimens	25.51323	55.56908
Western Asia and Levant	Yemen	Al-Hamid	Iron Age IIB-C	800-600 BCE		Maybe	800		2750	600		2550	3 specimens	13.45908	43.43445
Europe	England	Kennel Hall Knowe, North Tynedale, Northumberland	Late Iron Age/ Early Roman	1st c. BCE - 2nd c. CE		No	100		2050		200	1750	1 specimen	55.183333	-2.5
Europe	England	Thorpe Thewles, Durham	Late Iron Age	1st c. BCE - 1st c. CE		Maybe	100		2050		100	1850	2 specimens	54.6	-1.383333
Europe	England	Home Farm, Sewerby (Area E), East Riding	Late Iron Age	1st c. BCE - 1st c. CE		Maybe	100		2050		100	1850	1 specimen	54.107160	-0.15076067
Europe	England	Dragonby, Lincolnshire	Late Iron Age	1st c. BCE - 1st c. CE		Maybe	100		2050		100	1850	106 specimens	53.61550140	-0.63239000